Generic	Shape	Route	Indication	Dep	Diagn	Gender	MinAge	MaxAge	MinWeight	MaxWeight	MinBSA	MaxBSA	MinGestAge	MaxGestAge	MinPMAge	MaxPMAge	DoseType	Substance	Freqs	DoseUnit	AdjustUnit	FreqUnit	RateUnit	MinTime	MaxTime	TimeUnit	MinInt	MaxInt	IntUnit	MinDur	MaxDur	DurUnit	NormQty	MinQty	MaxQty	NormQtyAdj	MinQtyAdj	MaxQtyAdj	NormPerTime	MinPerTime	MaxPerTime	NormPerTimeAdj	MinPerTimeAdj	MaxPerTimeAdj	NormRate	MinRate	MaxRate	NormRateAdj	MinRateAdj	MaxRateAdj
paracetamol	tablet	or	chronische pijn				30	7200									onderhoud	paracetamol	3; 4	mg	kg	dag													1000							60								
paracetamol	kauwtablet	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)												196	231	onderhoud	paracetamol	3	mg	kg	dag																				30		33						
paracetamol	kauwtablet	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)												231	259	onderhoud	paracetamol	3	mg	kg	dag																				60		66						
paracetamol	kauwtablet	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)					30							259		onderhoud	paracetamol	3	mg	kg	dag																				60		66						
paracetamol	kauwtablet	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)				30	7200									onderhoud	paracetamol	4	mg	kg	dag													1000							90								
paracetamol	smelttablet	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)												196	231	onderhoud	paracetamol	3	mg	kg	dag																				30		33						
paracetamol	smelttablet	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)												231	259	onderhoud	paracetamol	3	mg	kg	dag																				60		66						
paracetamol	smelttablet	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)					30							259		onderhoud	paracetamol	3	mg	kg	dag																				60		66						
paracetamol	smelttablet	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)				30	7200									onderhoud	paracetamol	4	mg	kg	dag													1000							90								
paracetamol	stroop	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)												196	231	onderhoud	paracetamol	3	mg	kg	dag																				30		33						
paracetamol	stroop	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)												231	259	onderhoud	paracetamol	3	mg	kg	dag																				60		66						
paracetamol	stroop	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)					30							259		onderhoud	paracetamol	3	mg	kg	dag																				60		66						
paracetamol	stroop	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)				30	7200									onderhoud	paracetamol	4	mg	kg	dag													1000							90								
paracetamol	tablet	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)												196	231	onderhoud	paracetamol	3	mg	kg	dag																				30		33						
paracetamol	tablet	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)												231	259	onderhoud	paracetamol	3	mg	kg	dag																				60		66						
paracetamol	tablet	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)					30							259		onderhoud	paracetamol	3	mg	kg	dag																				60		66						
paracetamol	tablet	or	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)				30	7200									onderhoud	paracetamol	4	mg	kg	dag													1000							90								
paracetamol	zetpil	rect	chronische pijn				30	7200									onderhoud	paracetamol	3; 4	mg	kg	dag													1000							60								
paracetamol	zetpil	rect	milde pijn en koorts				90	7200									onderhoud	paracetamol	3; 4	mg	kg	dag													1000								40	60						
paracetamol	zetpil	rect	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)												224	252	onderhoud	paracetamol	2	mg	kg	dag																				40	30	44						
paracetamol	zetpil	rect	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)												252	259	onderhoud	paracetamol	3	mg	kg	dag																				60	40	66						
paracetamol	zetpil	rect	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)						1,500						196	224	onderhoud	paracetamol	2	mg	kg	dag																				40	30	44						
paracetamol	zetpil	rect	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)					30							259		onderhoud	paracetamol	3	mg	kg	dag																				60	40	66						
paracetamol	zetpil	rect	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)				30			40							onderhoud	paracetamol	3	mg	kg	dag													1000								60	90						
paracetamol	zetpil	rect	pijn, acuut/post-operatief (kortdurend gebruik maximaal 2-3 dagen)				30		40								onderhoud	paracetamol	3	mg	kg	dag											1000											90						
paracetamol/codeine	zetpil	rect	acute, matige pijn				4320	7200									onderhoud	paracetamol+codeine	1; 2; 3; 4	mg		dag																	500											
paracetamol/codeine	tablet	or	milde pijn en koorts				4320	7200									onderhoud	paracetamol+codeine	1; 2; 3; 4	mg		dag																	500											
paracetamol/codeine	zetpil	rect	milde pijn en koorts				4320	7200									onderhoud	paracetamol+codeine	1; 2; 3; 4	mg		dag																	500											
paracetamol/coffeine	tablet	or	milde pijn en koorts				2160	3240									onderhoud	paracetamol+coffeine	4; 5; 6	mg		dag																	250		1500									
paracetamol/coffeine	tablet	or	milde pijn en koorts				3240	4320									onderhoud	paracetamol+coffeine	3; 4	mg		dag																	500		1000									
paracetamol/coffeine	tablet	or	milde pijn en koorts				4320	5400									onderhoud	paracetamol+coffeine	4; 5; 6	mg		dag																	500		1500									
paracetamol/coffeine	tablet	or	milde pijn en koorts				5400										onderhoud	paracetamol+coffeine	3; 4; 5; 6	mg		dag																		500	1000									
paromomycine	capsule	or	amoebiasis, diëntamoeba fragilis				30	7200									onderhoud	paromomycine	3	mg	kg	dag																					25	35						
penicillamine	capsule	or	cystinurie				720	4320									onderhoud	penicillamine	3	mg	kg	dag																					20	30						
penicillamine	capsule	or	cystinurie				4320	7200									onderhoud	penicillamine	3	mg	kg	dag																					20	30						
penicillamine	capsule	or	m. wilson				30	7200									onderhoud	penicillamine	2; 3	mg	kg	dag																				20		22						
penicillamine	capsule	or	m. wilson				7200										onderhoud	penicillamine	2; 3	mg		dag																												
pentamidine	poeder voor injectievloeistof	iv	profylaxe pcp bij oncologie patiënten				720	7200									onderhoud	pentamidine	1	mg	kg	4 weken		60		min																4		4.4						
pentamidine	poeder voor injectievloeistof	iv	profylaxe pneumocystis jiroveci pneumonie (pcp)				30	7200									onderhoud	pentamidine	1	mg	kg	dag		60		min																4		4.4						
pentamidine	poeder voor vernevelvloeistof	inh	profylaxe pneumocystis jiroveci pneumonie (pcp)				30	7200									onderhoud	pentamidine	1	mg		maand													300				300											
perampanel	tablet	or	(adjuvans bij) epilepsie				360	2160									onderhoud	perampanel	1	mg	kg	dag																					0.03	0.15						
perampanel	tablet	or	(adjuvans bij) epilepsie				2160	4320									onderhoud	perampanel	1	mg		dag																												
perampanel	tablet	or	(adjuvans bij) epilepsie				4320	7200									onderhoud	perampanel	1	mg		dag																												
pilocarpine	oogdruppels	oog	glaucoom					7200									onderhoud		2; 3	druppel		dag													1					2	3									
pimozide	tablet	or	psychose, tics, autisme				1080	4320									onderhoud	pimozide	1	mg	kg	dag																				0.1								
pimozide	tablet	or	psychose, tics, autisme				4320	7200									onderhoud	pimozide	1	mg		dag																												
pipamperon	druppels voor oraal gebruik	or	ernstige agressie				720	7200									onderhoud	pipamperon	2	mg		dag																												
pipamperon	tablet	or	ernstige agressie				720	7200									onderhoud	pipamperon	2	mg		dag																												
piperacilline/tazobactam	poeder voor injectievloeistof	iv	febriele neutropenie, infecties bij cystische fibrose, intra-abdominale infecties				30	7200									onderhoud	piperacilline+tazobactam	4	mg	kg	dag																				320								
pizotifeen	tablet	or	onderhoudsbehandeling van migraine en migraineuze hoofdpijnen				720	7200									onderhoud	pizotifeen	1; 2; 3	mg		dag																												
plantago-ovata	granulaat	or	obstipatie				2160	4320									onderhoud	plantago-ovata	1; 2	gram		dag													3.6				3.6		7.2									
plantago-ovata	granulaat	or	obstipatie				4320	7200									onderhoud	plantago-ovata	1; 2; 3	gram		dag													3.6				3.6		10.8									
plantago-ovata	poeder voor oraal gebruik	or	obstipatie				2160	4320									onderhoud	plantago-ovata	1; 2	gram		dag													3.4				3.4		6.8									
plantago-ovata	poeder voor oraal gebruik	or	obstipatie				4320	7200									onderhoud	plantago-ovata	1; 2; 3	gram		dag													3.4				3.4		10.2									
polystyreensulfonzuur	poeder voor suspensie voor oraal/rectaal gebruik	or	hyperkaliemie				30	7200									onderhoud	polystyreensulfonzuur	2; 3; 4	gram	kg	dag																				1		1.1						
polystyreensulfonzuur	poeder voor suspensie voor oraal/rectaal gebruik	rect	hyperkaliemie					7200									onderhoud	polystyreensulfonzuur	1	gram	kg	dag																				1		1.1						
polystyreensulfonzuur	poeder voor suspensie voor oraal/rectaal gebruik	or	preventie hyperkaliemie bij chemokuur				30	7200									onderhoud	polystyreensulfonzuur	1	gram		dag																												
polystyreensulfonzuur	poeder voor suspensie voor oraal/rectaal gebruik	rect	preventie hyperkaliemie bij chemokuur				30	7200									onderhoud	polystyreensulfonzuur	1	gram		dag																												
posaconazol	concentraat voor oplossing voor infusie	iv	behandeling invasieve schimmelinfectie				5760		50,000								onderhoud	posaconazol	1	mg		dag													300				300		300									
posaconazol	maagsapresistente tablet	or	behandeling invasieve schimmelinfectie				4680	7200									onderhoud	posaconazol	1	mg		dag																												
posaconazol	suspensie voor oraal gebruik	or	behandeling invasieve schimmelinfectie				2880	7200									onderhoud	posaconazol	2; 4	mg		dag																												
posaconazol	maagsapresistente tablet	or	profylaxe invasieve schimmelinfectie				4680	7200									onderhoud	posaconazol	1	mg		dag																												
posaconazol	suspensie voor oraal gebruik	or	profylaxe invasieve schimmelinfectie						10,000	40,000							onderhoud	posaconazol	2	mg	kg	dag																					15	24						
posaconazol	suspensie voor oraal gebruik	or	profylaxe invasieve schimmelinfectie						40,000								onderhoud	posaconazol	2	mg		dag																												
pravastatine	tablet	or	heterozygote familiaire hypercholesterolemie				2880	5040									onderhoud	pravastatine	1	mg		dag																												
pravastatine	tablet	or	heterozygote familiaire hypercholesterolemie				5040	7200									onderhoud	pravastatine	1	mg		dag																												
prednisolon	drank	or	allergische bronchopulmonale aspergillose (abpa) bij cf				30	7200									onderhoud	prednisolon	1	mg	kg	dag																					0.5	2						
prednisolon	tablet	or	allergische bronchopulmonale aspergillose (abpa) bij cf				30	7200									onderhoud	prednisolon	1	mg	kg	dag																					0.5	2						
prednisolon	drank	or	corticosteroid therapie bij immunologische/hematologische ziekte: hoge dosis				30	7200									onderhoud	prednisolon	3	mg	kg	dag																				2		2.2						
prednisolon	poeder voor injectievloeistof	iv	corticosteroid therapie bij immunologische/hematologische ziekte: hoge dosis				30	7200									onderhoud	prednisolon	3	mg	kg	dag																				2		2.2						
prednisolon	tablet	or	corticosteroid therapie bij immunologische/hematologische ziekte: hoge dosis				30	7200									onderhoud	prednisolon	3	mg	kg	dag																				2		2.2						
prednisolon	drank	or	corticosteroid therapie bij immunologische/hematologische ziekte: lage dosis				30	7200									onderhoud	prednisolon	3	mg	kg	dag																					0.25	1						
prednisolon	poeder voor injectievloeistof	iv	corticosteroid therapie bij immunologische/hematologische ziekte: lage dosis				30	7200									onderhoud	prednisolon	3	mg	kg	dag																					0.25	1						
prednisolon	tablet	or	corticosteroid therapie bij immunologische/hematologische ziekte: lage dosis				30	7200									onderhoud	prednisolon	3	mg	kg	dag																					0.25	1						
prednisolon	drank	or	idiopathisch nefrotisch syndroom: 1e ziekte periode				30	7200									onderhoud	prednisolon	1	mg	m2	2 dagen																				40								
prednisolon	tablet	or	idiopathisch nefrotisch syndroom: 1e ziekte periode				30	7200									onderhoud	prednisolon	1	mg	m2	2 dagen																				40								
prednisolon	drank	or	idiopathisch nefrotisch syndroom: recidief				30	7200									onderhoud	prednisolon	1	mg	m2	2 dagen																				40								
prednisolon	tablet	or	idiopathisch nefrotisch syndroom: recidief				30	7200									onderhoud	prednisolon	1	mg	m2	2 dagen																				40								
prednisolon	drank	or	idiopathische perifere aangezichtsverlamming, hb graad iv of hoger					5400									onderhoud	prednisolon	1	mg	kg	dag																				1		1.1						
prednisolon	tablet	or	idiopathische perifere aangezichtsverlamming, hb graad iv of hoger					5400									onderhoud	prednisolon	1	mg	kg	dag																				1		1.1						
prednisolon	drank	or	inflammatoire darmziekten (ibd)				30	7200									onderhoud	prednisolon	1	mg	kg	dag																				1								
prednisolon	tablet	or	inflammatoire darmziekten (ibd)				30	7200									onderhoud	prednisolon	1	mg	kg	dag																				1								
prednisolon	oogdruppels	oog	inflammatoire, niet-infectieuze aandoening van de conjunctiva, uveitis en post-operatief					7200									onderhoud		4; 5; 6	druppel		dag													1					4	6									
prednisolon	oogdruppels, suspensie	oog	inflammatoire, niet-infectieuze aandoening van de conjunctiva, uveitis en post-operatief					7200									onderhoud		4	druppel		dag													1				4		4									
prednisolon	oogzalf	oog	inflammatoire, niet-infectieuze aandoening van de conjunctiva, uveitis en post-operatief				4320	7200									onderhoud		3; 4	keer		dag													1					3	4									
prednisolon	drank	or	juveniele dermatomyositis				30	7200									onderhoud	prednisolon	1; 2; 3	mg	kg	dag																					1	2						
prednisolon	tablet	or	juveniele dermatomyositis				30	7200									onderhoud	prednisolon	1; 2; 3	mg	kg	dag																					1	2						
prednisolon	drank	or	juveniele idiopathische arthritis (j.i.a.)				30	7200									onderhoud	prednisolon	1	mg	kg	dag																				1		1.1						
prednisolon	tablet	or	juveniele idiopathische arthritis (j.i.a.)				30	7200									onderhoud	prednisolon	1	mg	kg	dag																				1		1.1						
prednisolon	drank	or	status astmaticus				30	7200									onderhoud	prednisolon	2	mg	kg	dag																					1	2						
prednisolon	poeder voor injectievloeistof	iv	status astmaticus				30	7200									onderhoud	prednisolon	2	mg	kg	dag																					1	2						
prednisolon	tablet	or	status astmaticus				30	7200									onderhoud	prednisolon	2	mg	kg	dag																					1	2						
prednisolon	drank	or	stressdosering: ernstige stress: temperatuur >39 graden c, braken, diarree, ernstig ziek, ongeval, operatie, narcose (zie voor peri-operatief beleid monografie prednisolon)					7200									onderhoud	prednisolon	3	mg	m2	dag																				15		16.5						
prednisolon	poeder voor injectievloeistof	iv	stressdosering: ernstige stress: temperatuur >39 graden c, braken, diarree, ernstig ziek, ongeval, operatie, narcose (zie voor peri-operatief beleid monografie prednisolon)					7200									onderhoud	prednisolon	3	mg	m2	dag																				15		16.5						
prednisolon	tablet	or	stressdosering: ernstige stress: temperatuur >39 graden c, braken, diarree, ernstig ziek, ongeval, operatie, narcose (zie voor peri-operatief beleid monografie prednisolon)					7200									onderhoud	prednisolon	3	mg	m2	dag																				15		16.5						
prednisolon	drank	or	stressdosering: matige stress: lichte temperatuurverhoging tussen 38.0-39.0 graden c, milde griep.infectie, vaccinatie, verdoving (tandarts).					7200									onderhoud	prednisolon	3	mg	m2	dag																				10		11						
prednisolon	poeder voor injectievloeistof	iv	stressdosering: matige stress: lichte temperatuurverhoging tussen 38.0-39.0 graden c, milde griep.infectie, vaccinatie, verdoving (tandarts).					7200									onderhoud	prednisolon	3	mg	m2	dag																				10		11						
prednisolon	tablet	or	stressdosering: matige stress: lichte temperatuurverhoging tussen 38.0-39.0 graden c, milde griep.infectie, vaccinatie, verdoving (tandarts).					7200									onderhoud	prednisolon	3	mg	m2	dag																				10		11						
procarbazine	capsule	or	oncologische aandoeningen				30	7200									onderhoud	procarbazine		mg	m2																					100								
promethazine	omhulde tablet	or	allergische aandoeningen waarbij niet-sederende antihistaminica niet of onvoldoende effectief zijn gebleken				720	7200									onderhoud	promethazine	2; 3; 4	mg		dag													25					0.4	2									
promethazine	stroop	or	allergische aandoeningen waarbij niet-sederende antihistaminica niet of onvoldoende effectief zijn gebleken				720	7200									onderhoud	promethazine	2; 3; 4	mg		dag													25					0.4	2									
promethazine	injectievloeistof	iv	Misselijkheid en braken				720	7200									onderhoud	promethazine	1; 2; 3; 4	mg	kg	dag													25								0.2	0.5						
promethazine	omhulde tablet	or	Misselijkheid en braken														onderhoud	promethazine	1; 2; 3; 4	mg	kg	dag													25								0.2	0.5						
promethazine	stroop	or	Misselijkheid en braken														onderhoud	promethazine	1; 2; 3; 4	mg	kg	dag													25								0.2	0.5						
promethazine	omhulde tablet	or	reisziekte				2880	7200									onderhoud	promethazine	3	mg		dag													25						75									
promethazine	stroop	or	reisziekte				720	7200									onderhoud	promethazine	2; 3; 4	mg	kg	dag																					0.4	0.8						
promethazine	omhulde tablet	or	Slaapproblemen														onderhoud	promethazine	1	mg	kg	dag																				0.5								
promethazine	stroop	or	Slaapproblemen														onderhoud	promethazine	1	mg	kg	dag																				0.5								
propafenon	omhulde tablet	or	ernstige therapie-resistente ventriculaire en supraventriculaire aritmieën					7200									onderhoud	propafenon	3; 4	mg	kg	dag																					9	20						
propofol	emulsie voor injectie	iv	sedatie														continu	propofol		mg	kg		uur																										0.5	4
propranolol	capsule met gereguleerde afgifte	or	hemangioma: klinisch				30	4320									onderhoud	propranolol	3	mg	kg	dag																					2	3						
propranolol	drank	or	hemangioma: klinisch				30	4320									onderhoud	propranolol	3	mg	kg	dag																					2	3						
propranolol	tablet	or	hemangioma: klinisch				30	4320									onderhoud	propranolol	3	mg	kg	dag																					2	3						
propranolol	capsule met gereguleerde afgifte	or	hemangioma: poliklinisch				30	4320									onderhoud	propranolol	3	mg	kg	dag																					2	3						
propranolol	drank	or	hemangioma: poliklinisch				30	4320									onderhoud	propranolol	3	mg	kg	dag																					2	3						
propranolol	tablet	or	hemangioma: poliklinisch				30	4320									onderhoud	propranolol	3	mg	kg	dag																					2	3						
propranolol	capsule met gereguleerde afgifte	or	hypertensie					30					259				onderhoud	propranolol	2; 3	mg	kg	dag																					0.5	2						
propranolol	capsule met gereguleerde afgifte	or	hypertensie				30	360									onderhoud	propranolol	2; 3	mg	kg	dag																					0.5	4						
propranolol	capsule met gereguleerde afgifte	or	hypertensie				360	7200									onderhoud	propranolol	2; 3	mg	kg	dag																					1	4						
propranolol	drank	or	hypertensie					30					259				onderhoud	propranolol	2; 3	mg	kg	dag																					0.5	2						
propranolol	drank	or	hypertensie				30	360									onderhoud	propranolol	2; 3	mg	kg	dag																					0.5	4						
propranolol	drank	or	hypertensie				360	7200									onderhoud	propranolol	2; 3	mg	kg	dag																					1	4						
propranolol	tablet	or	hypertensie					30					259				onderhoud	propranolol	2; 3	mg	kg	dag																					0.5	2						
propranolol	tablet	or	hypertensie				30	360									onderhoud	propranolol	2; 3	mg	kg	dag																					0.5	4						
propranolol	tablet	or	hypertensie				360	7200									onderhoud	propranolol	2; 3	mg	kg	dag																					1	4						
propranolol	capsule met gereguleerde afgifte	or	migraine profylaxe				2880	4320									onderhoud	propranolol	2	mg		dag																												
propranolol	capsule met gereguleerde afgifte	or	migraine profylaxe				4320	7200									onderhoud	propranolol	2	mg		dag																												
propranolol	drank	or	migraine profylaxe				2880	4320									onderhoud	propranolol	2	mg		dag																												
propranolol	drank	or	migraine profylaxe				4320	7200									onderhoud	propranolol	2	mg		dag																												
propranolol	tablet	or	migraine profylaxe				2880	4320									onderhoud	propranolol	2	mg		dag																												
propranolol	tablet	or	migraine profylaxe				4320	7200									onderhoud	propranolol	2	mg		dag																												
propranolol	capsule met gereguleerde afgifte	or	verlengd qt syndroom of preventie cyanotic spell bij tetralogie van fallot					30					259				onderhoud	propranolol	4	mg	kg	dag																					1	4						
propranolol	capsule met gereguleerde afgifte	or	verlengd qt syndroom of preventie cyanotic spell bij tetralogie van fallot				30	7200									onderhoud	propranolol	4; 5; 6	mg	kg	dag																					2	6						
propranolol	drank	or	verlengd qt syndroom of preventie cyanotic spell bij tetralogie van fallot					30					259				onderhoud	propranolol	4	mg	kg	dag																					1	4						
propranolol	drank	or	verlengd qt syndroom of preventie cyanotic spell bij tetralogie van fallot				30	7200									onderhoud	propranolol	4; 5; 6	mg	kg	dag																					2	6						
propranolol	tablet	or	verlengd qt syndroom of preventie cyanotic spell bij tetralogie van fallot					30					259				onderhoud	propranolol	4	mg	kg	dag																					1	4						
propranolol	tablet	or	verlengd qt syndroom of preventie cyanotic spell bij tetralogie van fallot				30	7200									onderhoud	propranolol	4; 5; 6	mg	kg	dag																					2	6						
propylthiouracil	tablet	or	hyperthyreoïdie indien alternatief niet mogelijk is					30					259				onderhoud	propylthiouracil	3	mg	kg	dag																					5	10						
propylthiouracil	tablet	or	hyperthyreoïdie indien alternatief niet mogelijk is				30	3600									onderhoud	propylthiouracil	3	mg	kg	dag																					5	7						
propylthiouracil	tablet	or	hyperthyreoïdie indien alternatief niet mogelijk is				3600	4320									onderhoud	propylthiouracil	3	mg		dag																		75	300									
propylthiouracil	tablet	or	hyperthyreoïdie indien alternatief niet mogelijk is				4320	7200									onderhoud	propylthiouracil	3	mg		dag																		225	400									
pyrazinamide	tablet	or	latente tuberculose infectie				30	7200									onderhoud	pyrazinamide	1	mg	kg	dag																				20								
pyrazinamide	tablet	or	tuberculose (in combinatie met andere tuberculose middelen)				30	7200		25,000							onderhoud	pyrazinamide	1	mg	kg	dag																					30	40						
pyrazinamide	tablet	or	tuberculose (in combinatie met andere tuberculose middelen)				30	7200	25,000								onderhoud	pyrazinamide	1	mg	kg	dag																					25	30						
pyridoxine	tablet	or	deficientie				30	7200									onderhoud	pyridoxine	1	mg		dag																												
pyridoxine	injectievloeistof	iv	Neonatale epileptische aanvallen					30						252			onderhoud	pyridoxine	1	mg	kg	dag													200								15	30						
pyridoxine	injectievloeistof	iv	Neonatale epileptische aanvallen					30	2,500				252				onderhoud	pyridoxine	1	mg	kg	dag													200								15	30						
pyridoxine	tablet	or	neonatale epileptische aanvallen											252			onderhoud	pyridoxine	1	mg	kg	dag																					15	30						
pyridoxine	tablet	or	neonatale epileptische aanvallen						2,500				252				onderhoud	pyridoxine	1	mg	kg	dag																					15	30						
pyridoxine	tablet	or	primaire hyperoxalurie type i				30	7200									onderhoud	pyridoxine	1	mg	m2	dag																				500		550						
pyridoxine	tablet	or	profylaxe bij isoniazide					360									onderhoud	pyridoxine	1	mg		dag																												
pyridoxine	tablet	or	profylaxe bij isoniazide				360	7200									onderhoud	pyridoxine	1	mg		dag																												
pyridoxine	tablet	or	pyridoxine afhankelijke epilepsie					7200									onderhoud	pyridoxine	1	mg	kg	dag																					5	30						
pyridoxine	injectievloeistof	iv	Vermindering slijmvlieslaesies na hoge dosis cytarabine				30	7200									onderhoud	pyridoxine	2	mg	m2	dag																				300		330						
pyridoxine	tablet	or	vermindering slijmvlieslaesies na hoge dosis cytarabine				30	7200									onderhoud	pyridoxine	2	mg	m2	dag																				300		330						
pyridoxine	injectievloeistof	iv	Vit B6 gevoelige homocystinurie					7200									onderhoud	pyridoxine	3	mg		dag																		100	500									
pyridoxine	tablet	or	vit b6 gevoelige homocystinurie					7200									onderhoud	pyridoxine	3	mg		dag																												
pyrimethamine	tablet	or	toxoplasmose, congenitaal					360									onderhoud	pyrimethamine	2	mg	kg	dag																				1		1.1						
pyrimethamine	tablet	or	toxoplasmose, postnataal				30	7200									onderhoud	pyrimethamine	2	mg	kg	dag																				1								
quetiapine	filmomhulde tablet	or	bipolaire stoornis type 1				4320	7200									onderhoud	quetiapine	1	mg		dag																												
quetiapine	filmomhulde tablet	or	psychose				4320	7200									onderhoud	quetiapine	2	mg		dag																												
quetiapine	tablet met gereguleerde afgifte	or	psychose				4320	7200									onderhoud	quetiapine	1	mg		dag																		12.5	50									
quetiapine	filmomhulde tablet	or	Slaapstoornissen				4320	7200									onderhoud	quetiapine	1	mg		dag																		12.5	50									
quetiapine	tablet met gereguleerde afgifte	or	Slaapstoornissen				4320	7200									onderhoud	quetiapine	1	mg		dag																		12.5	50									
raltegravir	tablet	or	hiv						25,000								onderhoud	raltegravir	2	mg		dag																	800		800									
ramipril	tablet	or	hypertensie				1080	7200									onderhoud	ramipril	1	mg	m2	dag																						6						
ranitidine	bruistablet	or	gastro-oesofageale reflux, ulcus duodeni en ulcus ventriculi					30					259				onderhoud	ranitidine	2	mg	kg	dag																				5		5.5						
ranitidine	bruistablet	or	gastro-oesofageale reflux, ulcus duodeni en ulcus ventriculi				30	7200									onderhoud	ranitidine	2	mg	kg	dag																					6	10						
ranitidine	drank	or	gastro-oesofageale reflux, ulcus duodeni en ulcus ventriculi					30					259				onderhoud	ranitidine	2	mg	kg	dag																				5		5.5						
ranitidine	drank	or	gastro-oesofageale reflux, ulcus duodeni en ulcus ventriculi				30	7200									onderhoud	ranitidine	2	mg	kg	dag																					6	10						
ranitidine	injectievloeistof	iv	gastro-oesofageale reflux, ulcus duodeni en ulcus ventriculi					30					259				onderhoud	ranitidine	2	mg	kg	dag																				2.5		2.75						
ranitidine	injectievloeistof	iv	gastro-oesofageale reflux, ulcus duodeni en ulcus ventriculi				30	7200									onderhoud	ranitidine	3; 4	mg	kg	dag													50								4.5	6						
ranitidine	tablet	or	gastro-oesofageale reflux, ulcus duodeni en ulcus ventriculi					30					259				onderhoud	ranitidine	2	mg	kg	dag																				5		5.5						
ranitidine	tablet	or	gastro-oesofageale reflux, ulcus duodeni en ulcus ventriculi				30	7200									onderhoud	ranitidine	2	mg	kg	dag																					6	10						
ranitidine	injectievloeistof	iv	preventie van stress-ulcera en als ondersteuning bij de behandeling van gastro-intestinale bloedingen					30					259				onderhoud	ranitidine	2	mg	kg	dag																				2.5		2.75						
ranitidine	injectievloeistof	iv	preventie van stress-ulcera en als ondersteuning bij de behandeling van gastro-intestinale bloedingen				30	7200									onderhoud	ranitidine	3; 4	mg	kg	dag													50								3	6						
rasburicase	poeder voor oplossing voor infusie	iv	profylaxe en behandeling van acute urekemie				30	7200									onderhoud	rasburicase	1	mg	kg	dag		30		min																0.2		0.22						
rebetol	oplossing	or	chronische hepatitis c				1080	7200									onderhoud	rebetol	2	mg	kg	dag																				15		16.5						
retinol	drank	or	deficientie					2880									onderhoud	retinol	1	IE		dag													20000					10000	20000									
retinol	drank	or	deficientie				2880										onderhoud	retinol	1	IE		dag													50000					25000	50000									
retinol	drank	or	mazelen, xerophthalmia, reductie mortaliteit en morbiditeit				180	360									onderhoud	retinol		IE															100000															
retinol	drank	or	mazelen, xerophthalmia, reductie mortaliteit en morbiditeit				360	7200									onderhoud	retinol		IE															200000															
retinol	drank	or	onderhoudsbehoefte					180									onderhoud	retinol	1	IE		dag													1500				1500	1500	1500									
retinol	drank	or	onderhoudsbehoefte				180	3600									onderhoud	retinol	1	IE		dag													2300				2300	2300	2300									
retinol	drank	or	onderhoudsbehoefte				3600	7200									onderhoud	retinol	1	IE		dag													3300				3300	3300	3300									
retinol	drank	or	suppletie bij cystische fibrose					360									onderhoud	retinol	1	IE		dag													1500				1500	1500	1500									
retinol	drank	or	suppletie bij cystische fibrose				360	1440									onderhoud	retinol	1	IE		dag													5000				5000	5000	5000									
retinol	drank	or	suppletie bij cystische fibrose				1440	2880									onderhoud	retinol	1	IE		dag																		5000	10000									
retinol	drank	or	suppletie bij cystische fibrose				2880	7200									onderhoud	retinol	1	IE		dag													10000				10000	10000	10000									
ribavirine	filmomhulde tablet	or	chronische hepatitis c				1080	7200									onderhoud	ribavirine	2	mg	kg	dag																				15		16.5						
ribavirine	oplossing	or	chronische hepatitis c				1080	7200									onderhoud	ribavirine	2	mg	kg	dag																				15		16.5						
rifabutine	capsule	or	behandeling mycobacterium avium-complex (mac) infecties en tuberculose bij hiv-infectie of -blootstelling				30	7200									onderhoud	rifabutine	1	mg	kg	dag																					10	20						
rifabutine	capsule	or	profylaxe mycobacterium avium-complex (mac) infecties bij hiv-infectie of -blootstelling				30	7200									onderhoud	rifabutine	1	mg	kg	dag																					5							
