SortNo	Generic	Shape	Brand	Route	GPKs	Indication	ScheduleText	Dep	Gender	MinAge	MaxAge	MinWeight	MaxWeight	MinBSA	MaxBSA	MinGestAge	MaxGestAge	MinPMAge	MaxPMAge	DoseType	DoseText	UseGenericName	Substance	Freqs	DoseUnit	AdjustUnit	FreqUnit	RateUnit	MinTime	MaxTime	TimeUnit	MinInt	MaxInt	IntUnit	MinDur	MaxDur	DurUnit	MinQty	MaxQty	NormQtyAdj	MinQtyAdj	MaxQtyAdj	MinPerTime	MaxPerTime	NormPerTimeAdj	MinPerTimeAdj	MaxPerTimeAdj	MinRate	MaxRate	MinRateAdj	MaxRateAdj
3735	terbinafine			ORAAL		Schimmel infectie	≥ 2 jaar en 20 tot 40 kg 125 mg/dag in 1 dosis			730		20000	40000							discontinuous			terbinafine	1	mg		dag																125	125							
3736	terbinafine			ORAAL		Schimmel infectie	≥ 2 jaar en ≥ 40 kg 250 mg/dag in 1 dosis			730		40000								discontinuous			terbinafine	1	mg		dag																250	250							
3737	terbutaline			INHALATIE		Bronchusverwijding (kortwerkend) bij intermitterende astma klachten	4 jaar tot 18 jaar 0,5 mg/dosis, zo nodig. . Maximum dosis in thuissituatie: 8 dd 0,5 mg. Bij een hogere behoefte dient de patient beoordeeld te worden door een arts.. Bij hoge doseringen is monitoring van hartfrequentie en kalium noodzakelijk.			1461	6574									discontinuous			terbutaline	1;2;3;4;5;6;7;8	mg		dag											0.5	0.5												
3738	teriflunomide			ORAAL		Relapsing Remitting Multiple Sclerose (RRMS)	≥ 10 jaar en < 40 kg 7 mg/dag in 1 dosis			3652			40000							discontinuous			teriflunomide	1	mg		dag																7	7							
3739	teriflunomide			ORAAL		Relapsing Remitting Multiple Sclerose (RRMS)	≥ 10 jaar en ≥ 40 kg 14 mg/dag in 1 dosis			3652		40000								discontinuous			teriflunomide	1	mg		dag																14	14							
3748	testosteron			INTRAMUSCULAIR		Groeiremming	Jongens 12 jaar tot 18 jaar 500 mg/dosis 1 x per 2 weken.		man	4383	6574									discontinuous			testosteron	1	mg		2 weken											500	500												
3744	testosteron			INTRAMUSCULAIR		Priming voorafgaand aan groeihormoontest	≥ 9 jaar 5 dagen voor de test 100 mg/dosis, éénmalig.			3287										once			testosteron		mg													100	100												
3747	testosteron			INTRAMUSCULAIR		Puberteitsinductie bij constitutioneel vertraagde puberteit	Jongens 12 jaar tot 18 jaar 50 - 100 mg/dosis 1 x per 3 weken. In totaal 4 giften. Zo nodig na een half jaar herhalen..		man	4383	6574									discontinuous			testosteron	1	mg		3 weken											50	100												
3741	testosteron			INTRAMUSCULAIR		Puberteitsinductie bij hypogonadisme	Jongens 12 jaar tot 18 jaar 25 - 50 mg/dosis 1 x per 4 weken. Dosering elke 6 maanden ophogen tot een volwassen dosering van 200-250 mg elke 2-3 weken is bereikt. Opklimschema: 25-50 mg elke 4 weken, gedurende 6 maanden 100 mg elke 4 weken, gedurende 6 maanden 100 mg elke 3 weken, gedurende 6 maanden 150 mg elke 3 weken, gedurende 6 maanden 200 mg elke 3 weken, gedurende 6 maanden 200-250 mg elke 2-4 weken, onbeperkt Hierna wordt Sustanon in deze dosering gehandhaafd of kan besloten worden over te gaan op een testosteron gel (Androgel®) of eventueel testosteron pleisters..		man	4383	6574									discontinuous	opklimschema 1		testosteron	1	mg		4 weken								6	6	maanden	25	50												
3741	testosteron			INTRAMUSCULAIR		Puberteitsinductie bij hypogonadisme	Jongens 12 jaar tot 18 jaar 25 - 50 mg/dosis 1 x per 4 weken. Dosering elke 6 maanden ophogen tot een volwassen dosering van 200-250 mg elke 2-3 weken is bereikt. Opklimschema: 25-50 mg elke 4 weken, gedurende 6 maanden 100 mg elke 4 weken, gedurende 6 maanden 100 mg elke 3 weken, gedurende 6 maanden 150 mg elke 3 weken, gedurende 6 maanden 200 mg elke 3 weken, gedurende 6 maanden 200-250 mg elke 2-4 weken, onbeperkt Hierna wordt Sustanon in deze dosering gehandhaafd of kan besloten worden over te gaan op een testosteron gel (Androgel®) of eventueel testosteron pleisters..		man	4383	6574									discontinuous	opklimschema 2		testosteron	1	mg		4 weken								6	6	maanden	100	100												
3741	testosteron			INTRAMUSCULAIR		Puberteitsinductie bij hypogonadisme	Jongens 12 jaar tot 18 jaar 25 - 50 mg/dosis 1 x per 4 weken. Dosering elke 6 maanden ophogen tot een volwassen dosering van 200-250 mg elke 2-3 weken is bereikt. Opklimschema: 25-50 mg elke 4 weken, gedurende 6 maanden 100 mg elke 4 weken, gedurende 6 maanden 100 mg elke 3 weken, gedurende 6 maanden 150 mg elke 3 weken, gedurende 6 maanden 200 mg elke 3 weken, gedurende 6 maanden 200-250 mg elke 2-4 weken, onbeperkt Hierna wordt Sustanon in deze dosering gehandhaafd of kan besloten worden over te gaan op een testosteron gel (Androgel®) of eventueel testosteron pleisters..		man	4383	6574									discontinuous	opklimschema 3		testosteron	1	mg		3 weken								6	6	maanden	100	100												
3741	testosteron			INTRAMUSCULAIR		Puberteitsinductie bij hypogonadisme	Jongens 12 jaar tot 18 jaar 25 - 50 mg/dosis 1 x per 4 weken. Dosering elke 6 maanden ophogen tot een volwassen dosering van 200-250 mg elke 2-3 weken is bereikt. Opklimschema: 25-50 mg elke 4 weken, gedurende 6 maanden 100 mg elke 4 weken, gedurende 6 maanden 100 mg elke 3 weken, gedurende 6 maanden 150 mg elke 3 weken, gedurende 6 maanden 200 mg elke 3 weken, gedurende 6 maanden 200-250 mg elke 2-4 weken, onbeperkt Hierna wordt Sustanon in deze dosering gehandhaafd of kan besloten worden over te gaan op een testosteron gel (Androgel®) of eventueel testosteron pleisters..		man	4383	6574									discontinuous	opklimschema 4		testosteron	1	mg		3 weken								6	6	maanden	150	150												
3741	testosteron			INTRAMUSCULAIR		Puberteitsinductie bij hypogonadisme	Jongens 12 jaar tot 18 jaar 25 - 50 mg/dosis 1 x per 4 weken. Dosering elke 6 maanden ophogen tot een volwassen dosering van 200-250 mg elke 2-3 weken is bereikt. Opklimschema: 25-50 mg elke 4 weken, gedurende 6 maanden 100 mg elke 4 weken, gedurende 6 maanden 100 mg elke 3 weken, gedurende 6 maanden 150 mg elke 3 weken, gedurende 6 maanden 200 mg elke 3 weken, gedurende 6 maanden 200-250 mg elke 2-4 weken, onbeperkt Hierna wordt Sustanon in deze dosering gehandhaafd of kan besloten worden over te gaan op een testosteron gel (Androgel®) of eventueel testosteron pleisters..		man	4383	6574									discontinuous	opklimschema 5		testosteron	1	mg		3 weken								6	6	maanden	200	200												
3741	testosteron			INTRAMUSCULAIR		Puberteitsinductie bij hypogonadisme	Jongens 12 jaar tot 18 jaar 25 - 50 mg/dosis 1 x per 4 weken. Dosering elke 6 maanden ophogen tot een volwassen dosering van 200-250 mg elke 2-3 weken is bereikt. Opklimschema: 25-50 mg elke 4 weken, gedurende 6 maanden 100 mg elke 4 weken, gedurende 6 maanden 100 mg elke 3 weken, gedurende 6 maanden 150 mg elke 3 weken, gedurende 6 maanden 200 mg elke 3 weken, gedurende 6 maanden 200-250 mg elke 2-4 weken, onbeperkt Hierna wordt Sustanon in deze dosering gehandhaafd of kan besloten worden over te gaan op een testosteron gel (Androgel®) of eventueel testosteron pleisters..		man	4383	6574									discontinuous	opklimschema 6		testosteron	1;2	mg		4 weken											200	250												
3743	testosteron			ORAAL		Priming voorafgaand aan groeihormoontest	≥ 9 jaar 240 mg/dag in 2 doses.Behandelduur: 5 dagen			3287										discontinuous			testosteron	2	mg		dag								5	5	dagen						240	240							
3745	testosteron			ORAAL		Puberteitsinductie bij constitutioneel vertraagde puberteit	Jongens 12 jaar tot 18 jaar Startdosering: 40 mg/dag in 1 dosis Gedurende 1 maand. Onderhoudsdosering: 80 mg/dag in 2 doses. Gedurende 2 maanden.		man	4383	6574									discontinuous	startdosering		testosteron	1	mg		dag								1	1	maand						40	40							
3746	testosteron			ORAAL		Puberteitsinductie bij constitutioneel vertraagde puberteit	Jongens 12 jaar tot 18 jaar Startdosering: 40 mg/dag in 1 dosis Gedurende 1 maand. Onderhoudsdosering: 80 mg/dag in 2 doses. Gedurende 2 maanden.		man	4383	6574									discontinuous	ondherhoudsdosering		testosteron	2	mg		dag								2	2	maanden						80	80							
233	testosteron			TRANSDERMAAL		Pre-operatief bij hypospadie	0 jaar tot 12 jaar 2 dd gel aanbrengen op de penisBehandelduur: Gedurende 4 weken pre-operatief		man	0	4383									discontinuous				2	keer		dag								4	4	weken	1	1												
3742	testosteron		Androgel	TRANSDERMAAL		Puberteitsinductie bij hypogonadisme	Jongens 12 jaar tot 18 jaar Androgel of Testim: 12,5-25 mg/dag in 1 dosis; Tostran: 10 mg/dag bij late rijpers Bij late rijpers: gedurende 2 weken. Zo nodig na 1 maand herhalen. Cave overdosering. Strict volgens voorschrift gebruiken.		man	4383	6574									discontinuous			testosteron	1	mg		dag								2	2	weken						12.5	25							
3742	testosteron		Tostran	TRANSDERMAAL		Puberteitsinductie bij hypogonadisme	Jongens 12 jaar tot 18 jaar Androgel of Testim: 12,5-25 mg/dag in 1 dosis; Tostran: 10 mg/dag bij late rijpers Bij late rijpers: gedurende 2 weken. Zo nodig na 1 maand herhalen. Cave overdosering. Strict volgens voorschrift gebruiken.		man	4383	6574									discontinuous			testosteron	1	mg		dag								2	2	weken						10	10							
3740	testosteron		Androgel	TRANSDERMAAL		Substitutietherapie, hypogonadisme	≥ 18 jaar Androgel of Testim: 50-100 mg/dag in 1 dosis. Tostran: 40-80 mg/dag in 1 dosis.			6574										discontinuous			testosteron	1	mg		dag																50	100							
3740	testosteron		Tostran	TRANSDERMAAL		Substitutietherapie, hypogonadisme	≥ 18 jaar Androgel of Testim: 50-100 mg/dag in 1 dosis. Tostran: 40-80 mg/dag in 1 dosis.			6574										discontinuous			testosteron	1	mg		dag																40	80							
3751	tetanusimmunoglobuline			INTRAMUSCULAIR		Klinisch manifeste tetanus	1 maand tot 18 jaar 3.000 IE/dag in 1 dosisBehandelduur: 2 dagenAdvies inname/toediening: Langzaam, diep IM inspuiten. Het preparaat bij voorkeur op lichaamstemperatuur brengen alvorens het toe te dienen.Na herstel actieve immunisatie.			30	6574									discontinuous			tetanusimmunoglobuline	1	IE		dag								2	2	dagen						3000	3000							
3750	tetanusimmunoglobuline			INTRAMUSCULAIR		Profylaxe bij verwondingen: Immuno-incompetente personen, ongeacht vaccinatiestatus tegen tetanus	0 jaar tot 18 jaar 250 IE/dosis, éénmalig. in combinatie met 1 dosis tetanustoxoid (DTP, jonge kinderen DKTP) bij volledig gevaccineerde patienten. Indien niet of onvolledig gevaccineerd de ontbrekende vaccinaties inhalen. . Postexpositieprofylaxe met tetanusimmunoglobuline lijkt zinvol tot 3 weken na de verwonding.			0	6574									once			tetanusimmunoglobuline		IE													250	250												
3749	tetanusimmunoglobuline			INTRAMUSCULAIR		Tetanus Post-Expositie Profylaxe (PEP) indien niet of onvolledig gevaccineerd volgens Rijksvaccinatie Programma	0 jaar tot 18 jaar 250 - 500 IE/dosis, éénmalig. Advies inname/toediening: Langzaam, diep IM inspuiten. Het preparaat bij voorkeur op lichaamstemperatuur brengen alvorens het toe te dienen.Bij ernstige verwondingen, bij verwondingen die >24 uur geleden hebben plaatsgevonden en bij adipeuze volwassenen: 500 IE/dosis éénmalige dosisVOLLEDIG gevaccineerd zijn:Kinderen tot 5 maanden: als de moeder maternale kinkhoestvaccinatie (DKT) heeft gehad tijdens de zwangerschap ENer zijn geen risicofactoren voor onvoldoende overdracht van antistoffen van moeder op kind ENde moeder is zelf ooit volledig gevaccineerd is tegen tetanus (volgens RVP of gelijkwaardig)Kinderen 5 - 12 maanden die: Primaire DKTP vaccinaties uit RVP volgens schema hebben gehad: 3 doses van 2-3-5-11 schema of na maternale kinkhoestvaccinatie 2 doses van het 3-5-11 schema.Vervroeg in overleg met JGZ zo nodig DKTP-HiB-HepB boostervaccinatie uit het RVP, ten minste 5 maanden na laaste dosis van primaire serie.Kinderen > 12 maanden diePrimaire DKTP vaccinaties uit RVP volgens schema hebben gehadZo nodig worden gemiste vaccinaties uit RVP op 4 en 9 jaar ingehaald na overleg met JGZ.Postexpositieprofylaxe met tetanusimmunoglobuline lijkt zinvol to 3 weken na de verwonding....lees verder			0	6574									once			tetanusimmunoglobuline		IE													250	500												
3752	tetracaine			OCULAIR		Oppervlakte anesthesie	0 jaar tot 18 jaar 1 druppel(s)/dosis, éénmalig.			0	6574									once					druppel													1	1												
3758	tetracosactide			INTRAMUSCULAIR		Diagnosticum: ACTH test	1 maand tot 18 jaar 250 microg./dosis, éénmalig. Heeft een korte werkingsduur.			30	6574									once			tetracosactide		microg													250	250												
3756	tetracosactide			INTRAMUSCULAIR		Syndroom van West	1 maand tot 18 jaar 0,8 mg/dag in 2 doses. Gedurende 4 weken.. Afbouwschema als volgt: - 5 dagen 0,4 mg en 0,2 mg IM per dag - 5 dagen 0,2 mg en 0,2 mg IM per dag - 5 dagen 0,2 mg per dag IM en dan stopEen week na staken ochtendcortisol in plasma bepalen. .			30	6574									discontinuous			tetracosactide	2	mg		dag								4	4	weken						0.8	0.8							
3756	tetracosactide			INTRAMUSCULAIR		Syndroom van West	1 maand tot 18 jaar 0,8 mg/dag in 2 doses. Gedurende 4 weken.. Afbouwschema als volgt: - 5 dagen 0,4 mg en 0,2 mg IM per dag - 5 dagen 0,2 mg en 0,2 mg IM per dag - 5 dagen 0,2 mg per dag IM en dan stopEen week na staken ochtendcortisol in plasma bepalen. .			30	6574									discontinuous	afbouw stap 1 (0,4 en 0,2 mg)		tetracosactide	2	mg		dag								5	5	dagen						0.6	0.6							
3756	tetracosactide			INTRAMUSCULAIR		Syndroom van West	1 maand tot 18 jaar 0,8 mg/dag in 2 doses. Gedurende 4 weken.. Afbouwschema als volgt: - 5 dagen 0,4 mg en 0,2 mg IM per dag - 5 dagen 0,2 mg en 0,2 mg IM per dag - 5 dagen 0,2 mg per dag IM en dan stopEen week na staken ochtendcortisol in plasma bepalen. .			30	6574									discontinuous	afbouw stap 2		tetracosactide	2	mg		dag								5	5	dagen						0.2	0.2							
3756	tetracosactide			INTRAMUSCULAIR		Syndroom van West	1 maand tot 18 jaar 0,8 mg/dag in 2 doses. Gedurende 4 weken.. Afbouwschema als volgt: - 5 dagen 0,4 mg en 0,2 mg IM per dag - 5 dagen 0,2 mg en 0,2 mg IM per dag - 5 dagen 0,2 mg per dag IM en dan stopEen week na staken ochtendcortisol in plasma bepalen. .			30	6574									discontinuous	afbouw stap 3		tetracosactide	2	mg		dag								5	5	dagen						0.2	0.2							
3757	tetracosactide			INTRAVENEUS		Diagnosticum: ACTH test	1 maand tot 18 jaar 250 microg./dosis, bolus in 15 sec. Alternatief: Low dose ACTH test: 1 microg./dosis éénmalig.Tetracosactide heeft een korte werkingsduur.			30	6574									once			tetracosactide																												
3753	tetracosactide			INTRAVENEUS		Syndroom van West	1 maand tot 1 jaar Startdosering: 0,25 mg/dag in 1 dosis gedurende 3 dagen. Onderhoudsdosering: 0,25 mg/dosis om de 2-8 dagen. Doseringen aanpassen op geleide van effect.			30	365									discontinuous	startdosering		tetracosactide	1	mg		dag								3	3	dagen						0.25	0.25							
3753	tetracosactide			INTRAVENEUS		Syndroom van West	1 maand tot 1 jaar Startdosering: 0,25 mg/dag in 1 dosis gedurende 3 dagen. Onderhoudsdosering: 0,25 mg/dosis om de 2-8 dagen. Doseringen aanpassen op geleide van effect.			30	365									discontinuous	onderhoudsdosering		tetracosactide	1;2;4	mg		8 dagen																0.25	0.25							
3754	tetracosactide			INTRAVENEUS		Syndroom van West	1 jaar tot 6 jaar Startdosering: 0,25 - 0,5 mg/dag in 1 dosis gedurende 3 dagen. Onderhoudsdosering: 0,25 - 0,5 mg/dosis om de 2-8 dagen. Doseringen aanpassen op geleide van effect.			365	2191									discontinuous	startdosering		tetracosactide	1	mg		dag								3	3	dagen						0.25	0.5							
3754	tetracosactide			INTRAVENEUS		Syndroom van West	1 jaar tot 6 jaar Startdosering: 0,25 - 0,5 mg/dag in 1 dosis gedurende 3 dagen. Onderhoudsdosering: 0,25 - 0,5 mg/dosis om de 2-8 dagen. Doseringen aanpassen op geleide van effect.			365	2191									discontinuous	onderhoudsdosering		tetracosactide	1;2;4	mg		8 dagen																0.25	0.5							
3755	tetracosactide			INTRAVENEUS		Syndroom van West	6 jaar tot 18 jaar Startdosering: 0,25 - 1 mg/dag in 1 dosis Gedurende 3 dagen. Onderhoudsdosering: 0,25 - 1 mg/dosis om de 2-8 dagen. Doseringen aanpassen op geleide van effect.			2191	6574									discontinuous	startdosering		tetracosactide	1	mg		dag								3	3	dagen						0.25	1							
3755	tetracosactide			INTRAVENEUS		Syndroom van West	6 jaar tot 18 jaar Startdosering: 0,25 - 1 mg/dag in 1 dosis Gedurende 3 dagen. Onderhoudsdosering: 0,25 - 1 mg/dosis om de 2-8 dagen. Doseringen aanpassen op geleide van effect.			2191	6574									discontinuous	onderhoudsdosering		tetracosactide	1;2;4	mg		8 dagen																0.25	1							
3759	tetracycline			ORAAL		Bacteriele infecties	8 jaar tot 18 jaar 20 - 40 mg/kg/dag in 4 doses. Max: 1.000 mg/dag. Maximale dosering per gift: 250 mg/dosis. Behandelduur: Minimaal tot 2 dagen na verdwijnen van symptomen. Bij streptokokkeninfecties gedurende ten minste 10 dagen			2922	6574									discontinuous			tetracycline	4	mg	kg	dag												250							20	40				
3760	tezacaftor/ivacaftor			ORAAL		Cystic Fibrosis bij homozygote F508del-mutatie of bij heterozygote F508del-mutatie in combinatie met een mutatie in het CFTR gen	≥ 6 jaar en ≥ 30 kg In de ochtend: 150 mg ivacaftor plus 100 mg tezacaftor In de avond: 150 mg ivacaftor			2191		30000								discontinuous			tezacaftor	1	mg		dag											150	150												
3761	tezacaftor/ivacaftor			ORAAL		Cystic Fibrosis bij homozygote F508del-mutatie of bij heterozygote F508del-mutatie in combinatie met een mutatie in het CFTR gen	≥ 6 jaar en ≥ 30 kg In de ochtend: 150 mg ivacaftor plus 100 mg tezacaftor In de avond: 150 mg ivacaftor			2191		30000								discontinuous			ivacaftor	1	mg		dag											100	100												
3762	tezacaftor/ivacaftor			ORAAL		Cystic Fibrosis bij homozygote F508del-mutatie of bij heterozygote F508del-mutatie in combinatie met een mutatie in het CFTR gen	≥ 6 jaar en < 30 kg In de ochtend: 75 mg ivacaftor plus 50 mg tezacaftor In de avond: 75 mg ivacaftor			2191			30000							discontinuous			tezacaftor	1	mg		dag											75	75												
3763	tezacaftor/ivacaftor			ORAAL		Cystic Fibrosis bij homozygote F508del-mutatie of bij heterozygote F508del-mutatie in combinatie met een mutatie in het CFTR gen	≥ 6 jaar en < 30 kg In de ochtend: 75 mg ivacaftor plus 50 mg tezacaftor In de avond: 75 mg ivacaftor			2191			30000							discontinuous			ivacaftor	1	mg		dag											50	50												
3764	tezepelumab			SUBCUTAAN		Adjuvante behandeling bij ernstig asthma	≥ 12 jaar 210 mg/dosis eenmaal per 4 weken.			4383										discontinuous			tezepelumab	1	mg		4 weken											210	210												
3775	theofylline			INTRAVENEUS		Diurese, preventie van nierfalen bij asfyxie	Preterm neonate Zwangerschapsduur < 37 weken 5 - 8 mg/kg/dosis, éénmalig gedurende de eerste 60 minuten na geboorte.				182						259			once	eenmalig gedurende het eerste levensuur		theofylline		mg	kg															5	8									
3776	theofylline			INTRAVENEUS		Diurese, preventie van nierfalen bij asfyxie	a terme neonaat 5 - 8 mg/kg/dosis, éénmalig gedurende de eerste 60 minuten na geboorte.				30					259				once	eenmalig gedurende het eerste levensuur		theofylline		mg	kg															5	8									
3765	theofylline			INTRAVENEUS		Therapieresistente status astmaticus	2 maanden tot 6 maanden Startdosering: 5 - 10 mg/kg/dosis, éénmalig in 20-60 minuten. Onderhoudsdosering: 0,4 mg/kg/uur, continu infuus. Startdosering: Meestal volstaat 6 mg/kg/dosis Theofyllinespiegels onderhoudsbehandeling tussen de 8 en 15 mg/l eventueel tot 20 mg/l. Overigens wordt behandeling met theofylline niet aangeraden vanwege gebrek aan toegevoegde waarde bij optimale therapie met kort werkende β-agonisten en toename van bijwerkingen. ...lees verder			60	182									onceTimed			theofylline		mg	kg		uur	20	60	min										5	10									
3766	theofylline			INTRAVENEUS		Therapieresistente status astmaticus	2 maanden tot 6 maanden Startdosering: 5 - 10 mg/kg/dosis, éénmalig in 20-60 minuten. Onderhoudsdosering: 0,4 mg/kg/uur, continu infuus. Startdosering: Meestal volstaat 6 mg/kg/dosis Theofyllinespiegels onderhoudsbehandeling tussen de 8 en 15 mg/l eventueel tot 20 mg/l. Overigens wordt behandeling met theofylline niet aangeraden vanwege gebrek aan toegevoegde waarde bij optimale therapie met kort werkende β-agonisten en toename van bijwerkingen. ...lees verder			60	182									continuous			theofylline		mg	kg		uur																						0.36	0.44
3767	theofylline			INTRAVENEUS		Therapieresistente status astmaticus	6 maanden tot 1 jaar Startdosering: 5 - 10 mg/kg/dosis, éénmalig in 20-60 minuten. Onderhoudsdosering: 0,7 mg/kg/uur, continu infuus. Startdosering: Meestal volstaat 6 mg/kg/dosis Theofyllinespiegel onderhoudsdosering tussen de 8 en 15 mg/l eventueel tot 20 mg/l. Overigens wordt behandeling met theofylline niet aangeraden vanwege gebrek aan toegevoegde waarde bij optimale therapie met kort werkende β-agonisten en toename van bijwerkingen. ...lees verder			182	365									onceTimed			theofylline		mg	kg		uur	20	60	min										5	10									
3768	theofylline			INTRAVENEUS		Therapieresistente status astmaticus	6 maanden tot 1 jaar Startdosering: 5 - 10 mg/kg/dosis, éénmalig in 20-60 minuten. Onderhoudsdosering: 0,7 mg/kg/uur, continu infuus. Startdosering: Meestal volstaat 6 mg/kg/dosis Theofyllinespiegel onderhoudsdosering tussen de 8 en 15 mg/l eventueel tot 20 mg/l. Overigens wordt behandeling met theofylline niet aangeraden vanwege gebrek aan toegevoegde waarde bij optimale therapie met kort werkende β-agonisten en toename van bijwerkingen. ...lees verder			182	365									continuous			theofylline		mg	kg		uur																						0.63	0.77
3769	theofylline			INTRAVENEUS		Therapieresistente status astmaticus	1 jaar tot 7 jaar Startdosering: 5 - 10 mg/kg/dosis, éénmalig in 20-60 minuten. Meestal volstaat 6 mg/kg/dosis. Onderhoudsdosering: 0,9 mg/kg/uur, continu infuus. Theofyllinespiegel onderhoudsdosering tussen de 8 en 15 mg/l eventueel tot 20 mg/l.Overigens wordt behandeling met theofylline niet aangeraden vanwege gebrek aan toegevoegde waarde bij optimale therapie met kort werkende β-agonisten en toename van bijwerkingen. ...lees verder			365	2556									onceTimed			theofylline		mg	kg		uur	20	60	min										5	10									
3770	theofylline			INTRAVENEUS		Therapieresistente status astmaticus	1 jaar tot 7 jaar Startdosering: 5 - 10 mg/kg/dosis, éénmalig in 20-60 minuten. Meestal volstaat 6 mg/kg/dosis. Onderhoudsdosering: 0,9 mg/kg/uur, continu infuus. Theofyllinespiegel onderhoudsdosering tussen de 8 en 15 mg/l eventueel tot 20 mg/l.Overigens wordt behandeling met theofylline niet aangeraden vanwege gebrek aan toegevoegde waarde bij optimale therapie met kort werkende β-agonisten en toename van bijwerkingen. ...lees verder			365	2556									continuous			theofylline		mg	kg		uur																						0.81	0.99
3771	theofylline			INTRAVENEUS		Therapieresistente status astmaticus	7 jaar tot 16 jaar Startdosering: 5 - 10 mg/kg/dosis, éénmalig in 20-60 minuten. Onderhoudsdosering: 0,7 mg/kg/uur, continu infuus. Startdosering: Meestal volstaat 6 mg/kg/dosis Theofyllinespiegel onderhoudsdosering tussen de 8 en 15 mg/l eventueel tot 20 mg/l.Overigens wordt behandeling met theofylline niet aangeraden vanwege gebrek aan toegevoegde waarde bij optimale therapie met kort werkende β-agonisten en toename van bijwerkingen. ...lees verder			2556	5844									onceTimed			theofylline		mg	kg		uur	20	60	min										5	10									
3772	theofylline			INTRAVENEUS		Therapieresistente status astmaticus	7 jaar tot 16 jaar Startdosering: 5 - 10 mg/kg/dosis, éénmalig in 20-60 minuten. Onderhoudsdosering: 0,7 mg/kg/uur, continu infuus. Startdosering: Meestal volstaat 6 mg/kg/dosis Theofyllinespiegel onderhoudsdosering tussen de 8 en 15 mg/l eventueel tot 20 mg/l.Overigens wordt behandeling met theofylline niet aangeraden vanwege gebrek aan toegevoegde waarde bij optimale therapie met kort werkende β-agonisten en toename van bijwerkingen. ...lees verder			2556	5844									continuous			theofylline		mg	kg		uur																						0.63	0.77
3773	theofylline			INTRAVENEUS		Therapieresistente status astmaticus	≥ 16 jaar Startdosering: 5 - 10 mg/kg/dosis, éénmalig in 20-60 minuten. Onderhoudsdosering: 0,5 mg/kg/uur, continu infuus. Theofyllinespiegel onderhoudsdosering tussen de 8 en 15 mg/l eventueel tot 20 mg/l.Overigens wordt behandeling met theofylline niet aangeraden vanwege gebrek aan toegevoegde waarde bij optimale therapie met kort werkende β-agonisten en toename van bijwerkingen. ...lees verder			5844										onceTimed			theofylline		mg	kg		uur	20	60	min										5	10									
3774	theofylline			INTRAVENEUS		Therapieresistente status astmaticus	≥ 16 jaar Startdosering: 5 - 10 mg/kg/dosis, éénmalig in 20-60 minuten. Onderhoudsdosering: 0,5 mg/kg/uur, continu infuus. Theofyllinespiegel onderhoudsdosering tussen de 8 en 15 mg/l eventueel tot 20 mg/l.Overigens wordt behandeling met theofylline niet aangeraden vanwege gebrek aan toegevoegde waarde bij optimale therapie met kort werkende β-agonisten en toename van bijwerkingen. ...lees verder			5844										continuous			theofylline		mg	kg		uur																						0.45	0.55
3777	thiamazol			ORAAL		Hyperthyreoidie	1 maand tot 18 jaar 0,5 mg/kg/dag in 2 - 3 doses. Max: 40 mg/dag. Onderhoudsdosering op geleide van effect. Als FT4 gedaald is tot laag-normale gebied, starten met levothyroxine.			30	6574									discontinuous			thiamazol	2;3	mg	kg	dag																	40	0.5						
3779	thiamine			INTRAVENEUS		Vitamine B1 deficientie	1 maand tot 18 jaar 25 - 100 mg/dag in 2 - 3 doses. in 15 minuten infunderen. Eventueel intramusculaire of subcutane toediening			30	6574									discontinuous	onderhoud		thiamine	2;3	mg		dag																25	100							
3780	thiamine			ORAAL		Thiamine responsieve Maple syrup urine disease (MSUD), lactaatacidose tgv PDH-deficiëntie of complex I van de ademhalingsketen	1 maand tot 18 jaar 50 - 200 mg/dag in 1 dosisDe exacte dosis is niet vastgesteld. In onderzoeken worden sterk uiteenlopende doseringen gebruikt: 10 tot 2400 mg/dag.			30	6574									discontinuous	onderhoud		thiamine	1	mg		dag																50	200							
3778	thiamine			ORAAL		Vitamine B1 deficientie	1 maand tot 18 jaar 12,5 - 100 mg/dag in 2 - 3 doses.			30	6574									discontinuous	onderhoud		thiamine	2;3	mg		dag																12.5	100							
3782	thiopental			INTRAVENEUS		Anesthesie: inductie	a terme neonaat Startdosering: 3 - 4 mg/kg/dosis, bolus. Dosis verder titreren op geleide van het effect.. Het effect van thiopental bij kinderen is variabel en individueel. Jongere patiënten hebben in het algemeen een hogere dosis nodig per kg lichaamsgewicht dan de oudere patiënten:				30					259				once			thiopental		mg	kg															3	4									
3783	thiopental			INTRAVENEUS		Anesthesie: inductie	1 maand tot 2 jaar Startdosering: 5 - 8 mg/kg/dosis, bolus. Dosis verder titreren op geleide van het effect.. Het effect van thiopental bij kinderen is variabel en individueel. Jongere patiënten hebben in het algemeen een hogere dosis nodig per kg lichaamsgewicht dan de oudere patiënten.			30	730									once			thiopental		mg	kg															5	8									
3784	thiopental			INTRAVENEUS		Anesthesie: inductie	2 jaar tot 18 jaar Startdosering: 2 - 8 mg/kg/dosis, bolus. Dosis verder titreren op geleide van het effect.. Het effect van thiopental bij kinderen is variabel en individueel. Jongere patiënten hebben in het algemeen een hogere dosis nodig per kg lichaamsgewicht dan de oudere patiënten.			730	6574									once			thiopental		mg	kg															2	8									
