GPK	Medication	Shape	Route	DoseType	Dep	CVL	PVL	DiluentVol	ExpansionVol	Diluents
132683	micafungine infusiepoeder 50mg	poeder voor oplossing voor infusie	iv		NEO			5		NaCl 0,9%;glucose 5%
132691	micafungine infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		ICC			5		NaCl 0,9%;glucose 5%
132691	micafungine infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		ICK			5		NaCl 0,9%;glucose 5%
132691	micafungine infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		NEO			5		NaCl 0,9%;glucose 5%
164445	midazolam infvlst 1mg/ml	infusievloeistof	iv		ICC			0		
164445	midazolam infvlst 1mg/ml	infusievloeistof	iv		ICK			0		
164445	midazolam infvlst 1mg/ml	infusievloeistof	iv		NEO			0		
164445	midazolam infvlst 1mg/ml	infusievloeistof	im		ICC			0		
164445	midazolam infvlst 1mg/ml	infusievloeistof	im		ICK			0		
164445	midazolam infvlst 1mg/ml	infusievloeistof	im		NEO			0		
133779	midazolam injvlst 5mg/ml	injectievloeistof	im		ICC			0		
133779	midazolam injvlst 5mg/ml	injectievloeistof	im		ICK			0		
133779	midazolam injvlst 5mg/ml	injectievloeistof	im		NEO			0		
133779	midazolam injvlst 5mg/ml	injectievloeistof	iv		ICC			0		
133779	midazolam injvlst 5mg/ml	injectievloeistof	iv		ICK			0		
133779	midazolam injvlst 5mg/ml	injectievloeistof	iv		NEO			0		
77348	milrinon injvlst 1mg/ml	injectievloeistof	iv		ICC			0		
77348	milrinon injvlst 1mg/ml	injectievloeistof	iv		ICK			0		
77348	milrinon injvlst 1mg/ml	injectievloeistof	iv		NEO			0		
140376	morfine infvlst 1mg/ml	infusievloeistof	iv		ICC			0		
140376	morfine infvlst 1mg/ml	infusievloeistof	iv		ICK			0		
140376	morfine infvlst 1mg/ml	infusievloeistof	iv		NEO			0		
140376	morfine infvlst 1mg/ml	infusievloeistof	im		ICC			0		
140376	morfine infvlst 1mg/ml	infusievloeistof	im		ICK			0		
140376	morfine infvlst 1mg/ml	infusievloeistof	im		NEO			0		
28746	morfine injvlst 10mg/ml	injectievloeistof	im		ICC			0		
28746	morfine injvlst 10mg/ml	injectievloeistof	im		ICK			0		
28746	morfine injvlst 10mg/ml	injectievloeistof	im		NEO			0		
28746	morfine injvlst 10mg/ml	injectievloeistof	iv		ICC			0		
28746	morfine injvlst 10mg/ml	injectievloeistof	iv		ICK			0		
28746	morfine injvlst 10mg/ml	injectievloeistof	iv		NEO			0		
148881	morfine injvlst 1mg/ml	injectievloeistof	iv		ICC			0		
148881	morfine injvlst 1mg/ml	injectievloeistof	iv		ICK			0		
148881	morfine injvlst 1mg/ml	injectievloeistof	iv		NEO			0		
148881	morfine injvlst 1mg/ml	injectievloeistof	im		ICC			0		
148881	morfine injvlst 1mg/ml	injectievloeistof	im		ICK			0		
148881	morfine injvlst 1mg/ml	injectievloeistof	im		NEO			0		
116440	moxifloxacine infvlst 1,6mg/ml	infusievloeistof	iv		ICC			0		
116440	moxifloxacine infvlst 1,6mg/ml	infusievloeistof	iv		ICK			0		
116440	moxifloxacine infvlst 1,6mg/ml	infusievloeistof	iv		NEO			0		
115401	mycofenolaat mofetil infusiepoeder 500mg	poeder voor oplossing voor infusie	iv		ICC			14		glucose 5%
115401	mycofenolaat mofetil infusiepoeder 500mg	poeder voor oplossing voor infusie	iv		ICK			14		glucose 5%
115401	mycofenolaat mofetil infusiepoeder 500mg	poeder voor oplossing voor infusie	iv		NEO			14		glucose 5%
55425	nalbufine injvlst 10mg/ml	injectievloeistof	im		ICC			0		
55425	nalbufine injvlst 10mg/ml	injectievloeistof	im		ICK			0		
55425	nalbufine injvlst 10mg/ml	injectievloeistof	im		NEO			0		
55425	nalbufine injvlst 10mg/ml	injectievloeistof	iv		ICC			0		
55425	nalbufine injvlst 10mg/ml	injectievloeistof	iv		ICK			0		
55425	nalbufine injvlst 10mg/ml	injectievloeistof	iv		NEO			0		
89559	naloxon injvlst 0,02mg/ml	injectievloeistof	iv		ICC			0		
89559	naloxon injvlst 0,02mg/ml	injectievloeistof	iv		ICK			0		
89559	naloxon injvlst 0,02mg/ml	injectievloeistof	iv		NEO			0		
89516	naloxon injvlst 0,4mg/ml	injectievloeistof	im		ICC			0		
89516	naloxon injvlst 0,4mg/ml	injectievloeistof	im		ICK			0		
89516	naloxon injvlst 0,4mg/ml	injectievloeistof	im		NEO			0		
89516	naloxon injvlst 0,4mg/ml	injectievloeistof	iv		ICC			0		
89516	naloxon injvlst 0,4mg/ml	injectievloeistof	iv		ICK			0		
89516	naloxon injvlst 0,4mg/ml	injectievloeistof	iv		NEO			0		
125504	natalizumab infopl conc 20mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
125504	natalizumab infopl conc 20mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
125504	natalizumab infopl conc 20mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
173851	natriumchloride inf conc 292mg/ml (5mmol/ml)	concentraat voor oplossing voor infusie	iv		ICC			0		
173851	natriumchloride inf conc 292mg/ml (5mmol/ml)	concentraat voor oplossing voor infusie	iv		ICK			0		
173851	natriumchloride inf conc 292mg/ml (5mmol/ml)	concentraat voor oplossing voor infusie	iv		NEO			0		
42005	natriumchloride infvlst 6,5mg/ml	infusievloeistof	iv		ICC			0		
42005	natriumchloride infvlst 6,5mg/ml	infusievloeistof	iv		ICK			0		
42005	natriumchloride infvlst 6,5mg/ml	infusievloeistof	iv		NEO			0		
19100	natriumchloride infvlst 9mg/ml	infusievloeistof	iv		ICC			0		
19100	natriumchloride infvlst 9mg/ml	infusievloeistof	iv		ICK			0		
19100	natriumchloride infvlst 9mg/ml	infusievloeistof	iv		NEO			0		
175439	natriumchloride infvlst 29mg/ml	infusievloeistof	iv		ICC			0		
175439	natriumchloride infvlst 29mg/ml	infusievloeistof	iv		ICK			0		
175439	natriumchloride infvlst 29mg/ml	infusievloeistof	iv		NEO			0		
147419	natriumchloride infvlst 30mg/ml	infusievloeistof	iv		ICC			0		
147419	natriumchloride infvlst 30mg/ml	infusievloeistof	iv		ICK			0		
147419	natriumchloride infvlst 30mg/ml	infusievloeistof	iv		NEO			0		
149381	natriumchloride infvlst 50mg/ml	infusievloeistof	iv		ICC			0		
149381	natriumchloride infvlst 50mg/ml	infusievloeistof	iv		ICK			0		
149381	natriumchloride infvlst 50mg/ml	infusievloeistof	iv		NEO			0		
39144	natriumchloride injvlst 9mg/ml	injectievloeistof	iv		ICC			0		
39144	natriumchloride injvlst 9mg/ml	injectievloeistof	iv		ICK			0		
39144	natriumchloride injvlst 9mg/ml	injectievloeistof	iv		NEO			0		
166898	natriumnitriet injvlst 30mg/ml	injectievloeistof	iv		ICC			0		
166898	natriumnitriet injvlst 30mg/ml	injectievloeistof	iv		ICK			0		
166898	natriumnitriet injvlst 30mg/ml	injectievloeistof	iv		NEO			0		
166812	natriumperchloraat injvlst 20mg/ml	injectievloeistof	iv		ICC			0		
166812	natriumperchloraat injvlst 20mg/ml	injectievloeistof	iv		ICK			0		
166812	natriumperchloraat injvlst 20mg/ml	injectievloeistof	iv		NEO			0		
51411	natriumthiosulfaat injvlst 250mg/ml	injectievloeistof	iv		ICC			0		
51411	natriumthiosulfaat injvlst 250mg/ml	injectievloeistof	iv		ICK			0		
51411	natriumthiosulfaat injvlst 250mg/ml	injectievloeistof	iv		NEO			0		
39314	natriumwaterstofcarbonaat infvlst 14mg/ml	infusievloeistof	iv		ICC			0		
39314	natriumwaterstofcarbonaat infvlst 14mg/ml	infusievloeistof	iv		ICK			0		
39314	natriumwaterstofcarbonaat infvlst 14mg/ml	infusievloeistof	iv		NEO			0		
39306	natriumwaterstofcarbonaat infvlst 42mg/ml	infusievloeistof	iv		ICC			0		
39306	natriumwaterstofcarbonaat infvlst 42mg/ml	infusievloeistof	iv		ICK			0		
39306	natriumwaterstofcarbonaat infvlst 42mg/ml	infusievloeistof	iv		NEO			0		
39292	natriumwaterstofcarbonaat infvlst 84mg/ml	infusievloeistof	iv		ICC			0		
39292	natriumwaterstofcarbonaat infvlst 84mg/ml	infusievloeistof	iv		ICK			0		
39292	natriumwaterstofcarbonaat infvlst 84mg/ml	infusievloeistof	iv		NEO			0		
426	neostigmine injvlst 0,5mg/ml	injectievloeistof	im		ICC			0		
426	neostigmine injvlst 0,5mg/ml	injectievloeistof	im		ICK			0		
426	neostigmine injvlst 0,5mg/ml	injectievloeistof	im		NEO			0		
426	neostigmine injvlst 0,5mg/ml	injectievloeistof	iv		ICC			0		
426	neostigmine injvlst 0,5mg/ml	injectievloeistof	iv		ICK			0		
426	neostigmine injvlst 0,5mg/ml	injectievloeistof	iv		NEO			0		
89648	nicardipine infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
89648	nicardipine infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
89648	nicardipine infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
74144	nimodipine infvlst 0,2mg/ml	infusievloeistof	iv		ICC			0		
74144	nimodipine infvlst 0,2mg/ml	infusievloeistof	iv		ICK			0		
74144	nimodipine infvlst 0,2mg/ml	infusievloeistof	iv		NEO			0		
59307	nitroglycerine infvlst 1mg/ml	infusievloeistof	iv		ICC			0		
59307	nitroglycerine infvlst 1mg/ml	infusievloeistof	iv		ICK			0		
59307	nitroglycerine infvlst 1mg/ml	infusievloeistof	iv		NEO			0		
141658	nitroprusside infopl conc 25mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
141658	nitroprusside infopl conc 25mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
141658	nitroprusside infopl conc 25mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
88749	noradrenaline infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
88749	noradrenaline infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
88749	noradrenaline infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
160083	noradrenaline infvlst 0,1mg/ml	infusievloeistof	iv		ICC			0		
160083	noradrenaline infvlst 0,1mg/ml	infusievloeistof	iv		ICK			0		
160083	noradrenaline infvlst 0,1mg/ml	infusievloeistof	iv		NEO			0		
73997	octreotide injvlst 0,05mg/ml	injectievloeistof	iv		ICC			0		
73997	octreotide injvlst 0,05mg/ml	injectievloeistof	iv		ICK			0		
73997	octreotide injvlst 0,05mg/ml	injectievloeistof	iv		NEO			0		
74004	octreotide injvlst 0,1mg/ml	injectievloeistof	iv		ICC			0		
74004	octreotide injvlst 0,1mg/ml	injectievloeistof	iv		ICK			0		
74004	octreotide injvlst 0,1mg/ml	injectievloeistof	iv		NEO			0		
83291	octreotide injvlst 0,5mg/ml	injectievloeistof	iv		ICC			0		
83291	octreotide injvlst 0,5mg/ml	injectievloeistof	iv		ICK			0		
83291	octreotide injvlst 0,5mg/ml	injectievloeistof	iv		NEO			0		
118710	olanzapine pdr v injopl 10mg	poeder voor injectievloeistof	im		ICC			2.1		water
118710	olanzapine pdr v injopl 10mg	poeder voor injectievloeistof	im		ICK			2.1		water
118710	olanzapine pdr v injopl 10mg	poeder voor injectievloeistof	im		NEO			2.1		water
131539	olanzapine pdr v injsusp 300mg	poeder voor suspensie voor injectie	im		ICC			1.8		solvens
131539	olanzapine pdr v injsusp 300mg	poeder voor suspensie voor injectie	im		ICK			1.8		solvens
131539	olanzapine pdr v injsusp 300mg	poeder voor suspensie voor injectie	im		NEO			1.8		solvens
82708	ondansetron injvlst 2mg/ml	injectievloeistof	iv		ICC			0		
82708	ondansetron injvlst 2mg/ml	injectievloeistof	iv		ICK			0		
82708	ondansetron injvlst 2mg/ml	injectievloeistof	iv		NEO			0		
82708	ondansetron injvlst 2mg/ml	injectievloeistof	im		ICC			0		
82708	ondansetron injvlst 2mg/ml	injectievloeistof	im		ICK			0		
82708	ondansetron injvlst 2mg/ml	injectievloeistof	im		NEO			0		
119970	oxycodon injvlst 10mg/ml	injectievloeistof	iv		ICC			0		
119970	oxycodon injvlst 10mg/ml	injectievloeistof	iv		ICK			0		
119970	oxycodon injvlst 10mg/ml	injectievloeistof	iv		NEO			0		
135690	oxycodon injvlst 50mg/ml	injectievloeistof	iv		ICC			0		
135690	oxycodon injvlst 50mg/ml	injectievloeistof	iv		ICK			0		
135690	oxycodon injvlst 50mg/ml	injectievloeistof	iv		NEO			0		
20850	oxytocine injvlst 5ie/ml	injectievloeistof	im		ICC			0		
20850	oxytocine injvlst 5ie/ml	injectievloeistof	im		ICK			0		
20850	oxytocine injvlst 5ie/ml	injectievloeistof	im		NEO			0		
20850	oxytocine injvlst 5ie/ml	injectievloeistof	iv		ICC			0		
20850	oxytocine injvlst 5ie/ml	injectievloeistof	iv		ICK			0		
20850	oxytocine injvlst 5ie/ml	injectievloeistof	iv		NEO			0		
104280	pantoprazol injectiepoeder 40mg	poeder voor injectievloeistof	iv		ICC			10		NaCl 0,9%
104280	pantoprazol injectiepoeder 40mg	poeder voor injectievloeistof	iv		ICK			10		NaCl 0,9%
104280	pantoprazol injectiepoeder 40mg	poeder voor injectievloeistof	iv		NEO			10		NaCl 0,9%
28908	papaverine injvlst 50mg/ml	injectievloeistof	im		ICC			0		
28908	papaverine injvlst 50mg/ml	injectievloeistof	im		ICK			0		
28908	papaverine injvlst 50mg/ml	injectievloeistof	im		NEO			0		
28908	papaverine injvlst 50mg/ml	injectievloeistof	iv		ICC			0		
28908	papaverine injvlst 50mg/ml	injectievloeistof	iv		ICK			0		
28908	papaverine injvlst 50mg/ml	injectievloeistof	iv		NEO			0		
121967	paracetamol infvlst 10mg/ml	infusievloeistof	iv		ICC			0		
121967	paracetamol infvlst 10mg/ml	infusievloeistof	iv		ICK			0		
121967	paracetamol infvlst 10mg/ml	infusievloeistof	iv		NEO			0		
115657	parecoxib injectiepoeder 40mg	poeder voor injectievloeistof	im		ICC			2		solvens
115657	parecoxib injectiepoeder 40mg	poeder voor injectievloeistof	im		ICK			2		solvens
115657	parecoxib injectiepoeder 40mg	poeder voor injectievloeistof	im		NEO			2		solvens
115657	parecoxib injectiepoeder 40mg	poeder voor injectievloeistof	iv		ICC			2		solvens
115657	parecoxib injectiepoeder 40mg	poeder voor injectievloeistof	iv		ICK			2		solvens
115657	parecoxib injectiepoeder 40mg	poeder voor injectievloeistof	iv		NEO			2		solvens
75450	pentamidine injectiepoeder 300mg	poeder voor injectievloeistof	im		ICC			3		water
75450	pentamidine injectiepoeder 300mg	poeder voor injectievloeistof	im		ICK			3		water
75450	pentamidine injectiepoeder 300mg	poeder voor injectievloeistof	im		NEO			3		water
75450	pentamidine injectiepoeder 300mg	poeder voor injectievloeistof	iv		ICC			3		water
75450	pentamidine injectiepoeder 300mg	poeder voor injectievloeistof	iv		ICK			3		water
75450	pentamidine injectiepoeder 300mg	poeder voor injectievloeistof	iv		NEO			3		water
2879	pethidine injvlst 50mg/ml	injectievloeistof	im		ICC			0		
2879	pethidine injvlst 50mg/ml	injectievloeistof	im		ICK			0		
2879	pethidine injvlst 50mg/ml	injectievloeistof	im		NEO			0		
2879	pethidine injvlst 50mg/ml	injectievloeistof	iv		ICC			0		
2879	pethidine injvlst 50mg/ml	injectievloeistof	iv		ICK			0		
2879	pethidine injvlst 50mg/ml	injectievloeistof	iv		NEO			0		
90123	piperacilline/tazobactam injectiepdr 2000/250mg	poeder voor injectievloeistof	iv		ICC			10		water
90123	piperacilline/tazobactam injectiepdr 2000/250mg	poeder voor injectievloeistof	iv		ICK			10		water
90123	piperacilline/tazobactam injectiepdr 2000/250mg	poeder voor injectievloeistof	iv		NEO			10		water
90131	piperacilline/tazobactam injectiepdr 4000/500mg	poeder voor injectievloeistof	iv		ICC			20		water
90131	piperacilline/tazobactam injectiepdr 4000/500mg	poeder voor injectievloeistof	iv		ICK			20		water
90131	piperacilline/tazobactam injectiepdr 4000/500mg	poeder voor injectievloeistof	iv		NEO			20		water
43354	piritramide injvlst 10mg/ml	injectievloeistof	im		ICC			0		
43354	piritramide injvlst 10mg/ml	injectievloeistof	im		ICK			0		
43354	piritramide injvlst 10mg/ml	injectievloeistof	im		NEO			0		
43354	piritramide injvlst 10mg/ml	injectievloeistof	iv		ICC			0		
43354	piritramide injvlst 10mg/ml	injectievloeistof	iv		ICK			0		
43354	piritramide injvlst 10mg/ml	injectievloeistof	iv		NEO			0		
132632	pneumokokkenvaccin 13 typen injsusp	suspensie voor injectie	im		ICC			0		
132632	pneumokokkenvaccin 13 typen injsusp	suspensie voor injectie	im		ICK			0		
132632	pneumokokkenvaccin 13 typen injsusp	suspensie voor injectie	im		NEO			0		
50989	pneumokokkenvaccin 23 typen injvlst	injectievloeistof	im		ICC			0		
50989	pneumokokkenvaccin 23 typen injvlst	injectievloeistof	im		ICK			0		
50989	pneumokokkenvaccin 23 typen injvlst	injectievloeistof	im		NEO			0		
153478	posaconazol infopl conc 18mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
153478	posaconazol infopl conc 18mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
153478	posaconazol infopl conc 18mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
136131	prednisolon na-succinaat inj 25mg (parenter, rect)	poeder voor injectievloeistof	im		ICC			1		water
136131	prednisolon na-succinaat inj 25mg (parenter, rect)	poeder voor injectievloeistof	im		ICK			1		water
136131	prednisolon na-succinaat inj 25mg (parenter, rect)	poeder voor injectievloeistof	im		NEO			1		water
136131	prednisolon na-succinaat inj 25mg (parenter, rect)	poeder voor injectievloeistof	iv		ICC			1		water
136131	prednisolon na-succinaat inj 25mg (parenter, rect)	poeder voor injectievloeistof	iv		ICK			1		water
136131	prednisolon na-succinaat inj 25mg (parenter, rect)	poeder voor injectievloeistof	iv		NEO			1		water
14494	prednisolon na-succinaat injpdr 25mg (parenteraal)	poeder voor injectievloeistof	im		ICC			1		water
14494	prednisolon na-succinaat injpdr 25mg (parenteraal)	poeder voor injectievloeistof	im		ICK			1		water
14494	prednisolon na-succinaat injpdr 25mg (parenteraal)	poeder voor injectievloeistof	im		NEO			1		water
14494	prednisolon na-succinaat injpdr 25mg (parenteraal)	poeder voor injectievloeistof	iv		ICC			1		water
14494	prednisolon na-succinaat injpdr 25mg (parenteraal)	poeder voor injectievloeistof	iv		ICK			1		water
14494	prednisolon na-succinaat injpdr 25mg (parenteraal)	poeder voor injectievloeistof	iv		NEO			1		water
146447	procainamide injvlst 100mg/ml	injectievloeistof	iv		ICC			0		
146447	procainamide injvlst 100mg/ml	injectievloeistof	iv		ICK			0		
146447	procainamide injvlst 100mg/ml	injectievloeistof	iv		NEO			0		
146447	procainamide injvlst 100mg/ml	injectievloeistof	im		ICC			0		
146447	procainamide injvlst 100mg/ml	injectievloeistof	im		ICK			0		
146447	procainamide injvlst 100mg/ml	injectievloeistof	im		NEO			0		
8044	promethazine injvlst 25mg/ml	injectievloeistof	im		ICC			0		
8044	promethazine injvlst 25mg/ml	injectievloeistof	im		ICK			0		
8044	promethazine injvlst 25mg/ml	injectievloeistof	im		NEO			0		
8044	promethazine injvlst 25mg/ml	injectievloeistof	iv		ICC			0		
8044	promethazine injvlst 25mg/ml	injectievloeistof	iv		ICK			0		
8044	promethazine injvlst 25mg/ml	injectievloeistof	iv		NEO			0		
110892	propofol inj.emulsie 10mg/ml	emulsie voor injectie	iv		ICC			0		
110892	propofol inj.emulsie 10mg/ml	emulsie voor injectie	iv		ICK			0		
110892	propofol inj.emulsie 10mg/ml	emulsie voor injectie	iv		NEO			0		
110884	propofol inj.emulsie 20mg/ml	emulsie voor injectie	iv		ICC			0		
110884	propofol inj.emulsie 20mg/ml	emulsie voor injectie	iv		ICK			0		
110884	propofol inj.emulsie 20mg/ml	emulsie voor injectie	iv		NEO			0		
103594	protrombinecomplex injpdr 250ie	poeder voor injectievloeistof	iv		ICC			10		solvens
103594	protrombinecomplex injpdr 250ie	poeder voor injectievloeistof	iv		ICK			10		solvens
103594	protrombinecomplex injpdr 250ie	poeder voor injectievloeistof	iv		NEO			10		solvens
119237	protrombinecomplex injpdr 500ie	poeder voor injectievloeistof	iv		ICC			20		solvens
119237	protrombinecomplex injpdr 500ie	poeder voor injectievloeistof	iv		ICK			20		solvens
119237	protrombinecomplex injpdr 500ie	poeder voor injectievloeistof	iv		NEO			20		solvens
29009	pyridoxine injvlst 50mg/ml	injectievloeistof	im		ICC			0		
29009	pyridoxine injvlst 50mg/ml	injectievloeistof	im		ICK			0		
29009	pyridoxine injvlst 50mg/ml	injectievloeistof	im		NEO			0		
29009	pyridoxine injvlst 50mg/ml	injectievloeistof	iv		ICC			0		
29009	pyridoxine injvlst 50mg/ml	injectievloeistof	iv		ICK			0		
29009	pyridoxine injvlst 50mg/ml	injectievloeistof	iv		NEO			0		
135232	rabiesvaccin injpdr 2,5ie (kippenembryocellen)	poeder voor injectievloeistof	im		ICC			1		solvens
135232	rabiesvaccin injpdr 2,5ie (kippenembryocellen)	poeder voor injectievloeistof	im		ICK			1		solvens
135232	rabiesvaccin injpdr 2,5ie (kippenembryocellen)	poeder voor injectievloeistof	im		NEO			1		solvens
114456	rasburicase infusiepoeder 1,5mg	poeder voor oplossing voor infusie	iv		ICC			1		solvens
114456	rasburicase infusiepoeder 1,5mg	poeder voor oplossing voor infusie	iv		ICK			1		solvens
114456	rasburicase infusiepoeder 1,5mg	poeder voor oplossing voor infusie	iv		NEO			1		solvens
116181	rasburicase infusiepoeder 7,5mg	poeder voor oplossing voor infusie	iv		ICC			5		solvens
116181	rasburicase infusiepoeder 7,5mg	poeder voor oplossing voor infusie	iv		ICK			5		solvens
116181	rasburicase infusiepoeder 7,5mg	poeder voor oplossing voor infusie	iv		NEO			5		solvens
183938	remdesivir infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		ICC			19		water
183938	remdesivir infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		ICK			19		water
183938	remdesivir infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		NEO			19		water
100315	remifentanil injectiepoeder 2mg	poeder voor injectievloeistof	iv		ICC			2		NaCl 0,9%
100315	remifentanil injectiepoeder 2mg	poeder voor injectievloeistof	iv		ICK			2		NaCl 0,9%
100315	remifentanil injectiepoeder 2mg	poeder voor injectievloeistof	iv		NEO			2		NaCl 0,9%
100323	remifentanil injectiepoeder 5mg	poeder voor injectievloeistof	iv		ICC			5		NaCl 0,9%
100323	remifentanil injectiepoeder 5mg	poeder voor injectievloeistof	iv		ICK			5		NaCl 0,9%
100323	remifentanil injectiepoeder 5mg	poeder voor injectievloeistof	iv		NEO			5		NaCl 0,9%
186295	remimazolam injectiepoeder 20mg	poeder voor injectievloeistof	iv		ICC			8.2		NaCl 0,9%
186295	remimazolam injectiepoeder 20mg	poeder voor injectievloeistof	iv		ICK			8.2		NaCl 0,9%
186295	remimazolam injectiepoeder 20mg	poeder voor injectievloeistof	iv		NEO			8.2		NaCl 0,9%
75191	rhesus(d)immunoglobuline injvlst 500ie/ml	injectievloeistof	im		ICC			0		
75191	rhesus(d)immunoglobuline injvlst 500ie/ml	injectievloeistof	im		ICK			0		
75191	rhesus(d)immunoglobuline injvlst 500ie/ml	injectievloeistof	im		NEO			0		
75191	rhesus(d)immunoglobuline injvlst 500ie/ml	injectievloeistof	iv		ICC			0		
75191	rhesus(d)immunoglobuline injvlst 500ie/ml	injectievloeistof	iv		ICK			0		
75191	rhesus(d)immunoglobuline injvlst 500ie/ml	injectievloeistof	iv		NEO			0		
51829	rifampicine infusiepoeder 600mg	poeder voor oplossing voor infusie	iv		ICC			10		solvens
51829	rifampicine infusiepoeder 600mg	poeder voor oplossing voor infusie	iv		ICK			10		solvens
51829	rifampicine infusiepoeder 600mg	poeder voor oplossing voor infusie	iv		NEO			10		solvens
186104	rilpivirine injsusp 300mg/ml	suspensie voor injectie	im		ICC			0		
186104	rilpivirine injsusp 300mg/ml	suspensie voor injectie	im		ICK			0		
186104	rilpivirine injsusp 300mg/ml	suspensie voor injectie	im		NEO			0		
116939	risperidon pdr v injsusp 25mg	poeder voor suspensie voor injectie	im		ICC			2		solvens
116939	risperidon pdr v injsusp 25mg	poeder voor suspensie voor injectie	im		ICK			2		solvens
116939	risperidon pdr v injsusp 25mg	poeder voor suspensie voor injectie	im		NEO			2		solvens
104930	rituximab infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
104930	rituximab infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
104930	rituximab infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
93084	rocuronium injvlst 10mg/ml	injectievloeistof	iv		ICC			0		
93084	rocuronium injvlst 10mg/ml	injectievloeistof	iv		ICK			0		
93084	rocuronium injvlst 10mg/ml	injectievloeistof	iv		NEO			0		
36722	salbutamol infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
36722	salbutamol infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
36722	salbutamol infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
38172	salbutamol injvlst 0,5mg/ml	injectievloeistof	im		ICC			0		
38172	salbutamol injvlst 0,5mg/ml	injectievloeistof	im		ICK			0		
38172	salbutamol injvlst 0,5mg/ml	injectievloeistof	im		NEO			0		
38172	salbutamol injvlst 0,5mg/ml	injectievloeistof	iv		ICC			0		
38172	salbutamol injvlst 0,5mg/ml	injectievloeistof	iv		ICK			0		
38172	salbutamol injvlst 0,5mg/ml	injectievloeistof	iv		NEO			0		
8281	scopolaminebutyl injvlst 20mg/ml	injectievloeistof	im		ICC			0		
8281	scopolaminebutyl injvlst 20mg/ml	injectievloeistof	im		ICK			0		
8281	scopolaminebutyl injvlst 20mg/ml	injectievloeistof	im		NEO			0		
8281	scopolaminebutyl injvlst 20mg/ml	injectievloeistof	iv		ICC			0		
8281	scopolaminebutyl injvlst 20mg/ml	injectievloeistof	iv		ICK			0		
8281	scopolaminebutyl injvlst 20mg/ml	injectievloeistof	iv		NEO			0		
133531	sildenafil injvlst 0,8mg/ml	injectievloeistof	iv		ICC			0		
133531	sildenafil injvlst 0,8mg/ml	injectievloeistof	iv		ICK			0		
133531	sildenafil injvlst 0,8mg/ml	injectievloeistof	iv		NEO			0		
126322	smoflipid infemu 200mg/ml	emulsie voor infusie	iv		ICC			0		
126322	smoflipid infemu 200mg/ml	emulsie voor infusie	iv		ICK			0		
126322	smoflipid infemu 200mg/ml	emulsie voor infusie	iv		NEO			0		
83224	somatoreline injectiepoeder 50ug	poeder voor injectievloeistof	iv		ICC			1		solvens
83224	somatoreline injectiepoeder 50ug	poeder voor injectievloeistof	iv		ICK			1		solvens
83224	somatoreline injectiepoeder 50ug	poeder voor injectievloeistof	iv		NEO			1		solvens
88242	sufentanil injvlst 5ug/ml	injectievloeistof	iv		ICC			0		
88242	sufentanil injvlst 5ug/ml	injectievloeistof	iv		ICK			0		
88242	sufentanil injvlst 5ug/ml	injectievloeistof	iv		NEO			0		
88234	sufentanil injvlst 50ug/ml	injectievloeistof	iv		ICC			0		
88234	sufentanil injvlst 50ug/ml	injectievloeistof	iv		ICK			0		
88234	sufentanil injvlst 50ug/ml	injectievloeistof	iv		NEO			0		
129968	sugammadex injvlst 100mg/ml	injectievloeistof	iv		ICC			0		
129968	sugammadex injvlst 100mg/ml	injectievloeistof	iv		ICK			0		
129968	sugammadex injvlst 100mg/ml	injectievloeistof	iv		NEO			0		
44067	sulproston injectiepoeder 500ug	poeder voor injectievloeistof	iv		ICC			2		NaCl 0,9%
44067	sulproston injectiepoeder 500ug	poeder voor injectievloeistof	iv		ICK			2		NaCl 0,9%
